     0     0      0.021842      0.021842
     0     1      0.095632      0.095632
     0     2      0.082951      0.082951
     0     3      0.056170      0.056170
     0     4      0.041531      0.041531
     0     5      0.006612      0.006612
     0     6      0.025758      0.025758
     0     7      0.010996      0.010996
     0     8      0.004383      0.004383
     0     9      0.063397      0.063397
     0    10      0.006173      0.006173
     0    11      0.044954      0.044954
     0    12      0.040131      0.040131
     0    13      0.075467      0.075467
     0    14      0.079729      0.079729
     0    15      0.000184      0.000184
     0    16      0.089750      0.089750
     0    17      0.035075      0.035075
     0    18      0.009454      0.009454
     0    19      0.001362      0.001362
     0    20      0.085910      0.085910
     0    21      0.084085      0.084085
     0    22      0.012310      0.012310
     0    23      0.000751      0.000751
     0    24      0.026030      0.026030
     0    25      0.091248      0.091248
     0    26      0.011366      0.011366
     0    27      0.035163      0.035163
     0    28      0.082289      0.082289
     0    29      0.026713      0.026713
     0    30      0.069207      0.069207
     0    31      0.056166      0.056166
     0    32      0.086122      0.086122
     0    33      0.045379      0.045379
     0    34      0.091198      0.091198
     0    35      0.059792      0.059792
     0    36      0.018895      0.018895
     0    37      0.076149      0.076149
     0    38      0.039699      0.039699
     0    39      0.018531      0.018531
     0    40      0.057437      0.057437
     0    41      0.036703      0.036703
     0    42      0.061720      0.061720
     0    43      0.036153      0.036153
     0    44      0.021293      0.021293
     0    45      0.071447      0.071447
     0    46      0.011771      0.011771
     0    47      0.029933      0.029933
     0    48      0.082500      0.082500
     0    49      0.082466      0.082466
     0    50      0.006186      0.006186
     0    51      0.071078      0.071078
     0    52      0.008828      0.008828
     0    53      0.077799      0.077799
     0    54      0.074530      0.074530
     0    55      0.030867      0.030867
     0    56      0.089937      0.089937
     0    57      0.076354      0.076354
     0    58      0.076173      0.076173
     0    59      0.040697      0.040697
     0    60      0.093875      0.093875
     0    61      0.056209      0.056209
     0    62      0.001782      0.001782
     0    63      0.050110      0.050110
     0    64      0.004191      0.004191
     0    65      0.036885      0.036885
     0    66      0.027172      0.027172
     0    67      0.085857      0.085857
     0    68      0.002904      0.002904
     0    69      0.001744      0.001744
     0    70      0.015238      0.015238
     0    71      0.011432      0.011432
     0    72      0.035391      0.035391
     0    73      0.011931      0.011931
     0    74      0.020665      0.020665
     0    75      0.021292      0.021292
     0    76      0.061295      0.061295
     0    77      0.080952      0.080952
     0    78      0.058709      0.058709
     0    79      0.021549      0.021549
     0    80      0.076806      0.076806
     0    81      0.072330      0.072330
     0    82      0.044802      0.044802
     0    83      0.085518      0.085518
     0    84      0.094502      0.094502
     0    85      0.090906      0.090906
     0    86      0.051973      0.051973
     0    87      0.003019      0.003019
     0    88      0.048107      0.048107
     0    89      0.029231      0.029231
     0    90      0.090264      0.090264
     0    91      0.066784      0.066784
     0    92      0.041228      0.041228
     0    93      0.015695      0.015695
     0    94      0.083328      0.083328
     0    95      0.096440      0.096440
     0    96      0.074079      0.074079
     0    97      0.045610      0.045610
     0    98      0.065356      0.065356
     0    99      0.040683      0.040683
     1     0      0.117478      0.117478
     1     1      0.146524      0.146524
     1     2      0.077489      0.077489
     1     3      0.133991      0.133991
     1     4      0.138956      0.138956
     1     5      0.096483      0.096483
     1     6      0.111992      0.111992
     1     7      0.095265      0.095265
     1     8      0.082351      0.082351
     1     9      0.141097      0.141097
     1    10      0.127202      0.127202
     1    11      0.139953      0.139953
     1    12      0.059481      0.059481
     1    13      0.072153      0.072153
     1    14      0.051813      0.051813
     1    15      0.113968      0.113968
     1    16      0.065502      0.065502
     1    17      0.117695      0.117695
     1    18      0.094295      0.094295
     1    19      0.117553      0.117553
     1    20      0.098168      0.098168
     1    21      0.017089      0.017089
     1    22      0.021241      0.021241
     1    23      0.106170      0.106170
     1    24      0.059344      0.059344
     1    25      0.069447      0.069447
     1    26      0.094388      0.094388
     1    27      0.051407      0.051407
     1    28     -0.008375     -0.008375
     1    29      0.039302      0.039302
     1    30     -0.018592     -0.018592
     1    31      0.036410      0.036410
     1    32      0.044715      0.044715
     1    33      0.043129      0.043129
     1    34      0.011832      0.011832
     1    35     -0.024891     -0.024891
     1    36     -0.021299     -0.021299
     1    37      0.041522      0.041522
     1    38     -0.043205     -0.043205
     1    39      0.027543      0.027543
     1    40     -0.036647     -0.036647
     1    41      0.035156      0.035156
     1    42     -0.007661     -0.007661
     1    43     -0.043235     -0.043235
     1    44      0.029736      0.029736
     1    45     -0.016334     -0.016334
     1    46     -0.001931     -0.001931
     1    47     -0.039758     -0.039758
     1    48     -0.005907     -0.005907
     1    49      0.000570      0.000570
     1    50     -0.056793     -0.056793
     1    51     -0.062925     -0.062925
     1    52      0.000313      0.000313
     1    53     -0.020581     -0.020581
     1    54      0.001985      0.001985
     1    55     -0.012611     -0.012611
     1    56     -0.032252     -0.032252
     1    57      0.019076      0.019076
     1    58      0.022435      0.022435
     1    59     -0.011843     -0.011843
     1    60      0.016169      0.016169
     1    61      0.011162      0.011162
     1    62     -0.014017     -0.014017
     1    63      0.026901      0.026901
     1    64      0.039670      0.039670
     1    65      0.055956      0.055956
     1    66     -0.018589     -0.018589
     1    67      0.031391      0.031391
     1    68      0.024529      0.024529
     1    69      0.064672      0.064672
     1    70      0.067957      0.067957
     1    71     -0.004676     -0.004676
     1    72      0.029371      0.029371
     1    73      0.036085      0.036085
     1    74      0.055496      0.055496
     1    75      0.042457      0.042457
     1    76      0.060833      0.060833
     1    77      0.088537      0.088537
     1    78      0.065933      0.065933
     1    79      0.049364      0.049364
     1    80      0.081042      0.081042
     1    81      0.082325      0.082325
     1    82      0.049456      0.049456
     1    83      0.119049      0.119049
     1    84      0.089739      0.089739
     1    85      0.074421      0.074421
     1    86      0.096044      0.096044
     1    87      0.086526      0.086526
     1    88      0.117867      0.117867
     1    89      0.063264      0.063264
     1    90      0.139252      0.139252
     1    91      0.127661      0.127661
     1    92      0.065267      0.065267
     1    93      0.108089      0.108089
     1    94      0.106921      0.106921
     1    95      0.149227      0.149227
     1    96      0.120701      0.120701
     1    97      0.080291      0.080291
     1    98      0.131769      0.131769
     1    99      0.091235      0.091235
     2     0      0.148084      0.148084
     2     1      0.133220      0.133220
     2     2      0.193511      0.193511
     2     3      0.150406      0.150406
     2     4      0.205473      0.205473
     2     5      0.164488      0.164488
     2     6      0.152677      0.152677
     2     7      0.117580      0.117580
     2     8      0.173508      0.173508
     2     9      0.115168      0.115168
     2    10      0.153640      0.153640
     2    11      0.098076      0.098076
     2    12      0.183530      0.183530
     2    13      0.125585      0.125585
     2    14      0.166946      0.166946
     2    15      0.145636      0.145636
     2    16      0.112283      0.112283
     2    17      0.156466      0.156466
     2    18      0.060442      0.060442
     2    19      0.132254      0.132254
     2    20      0.106407      0.106407
     2    21      0.063588      0.063588
     2    22      0.025613      0.025613
     2    23      0.035462      0.035462
     2    24      0.096858      0.096858
     2    25      0.043583      0.043583
     2    26      0.037402      0.037402
     2    27      0.007791      0.007791
     2    28      0.004289      0.004289
     2    29      0.009701      0.009701
     2    30      0.055730      0.055730
     2    31     -0.015366     -0.015366
     2    32     -0.020346     -0.020346
     2    33     -0.001712     -0.001712
     2    34     -0.027679     -0.027679
     2    35     -0.040017     -0.040017
     2    36     -0.039013     -0.039013
     2    37     -0.080984     -0.080984
     2    38     -0.009409     -0.009409
     2    39     -0.092957     -0.092957
     2    40     -0.103884     -0.103884
     2    41     -0.107778     -0.107778
     2    42     -0.063864     -0.063864
     2    43     -0.053745     -0.053745
     2    44     -0.059118     -0.059118
     2    45     -0.092411     -0.092411
     2    46     -0.029040     -0.029040
     2    47     -0.042529     -0.042529
     2    48     -0.096971     -0.096971
     2    49     -0.122637     -0.122637
     2    50     -0.123110     -0.123110
     2    51     -0.074989     -0.074989
     2    52     -0.057272     -0.057272
     2    53     -0.083724     -0.083724
     2    54     -0.106324     -0.106324
     2    55     -0.052733     -0.052733
     2    56     -0.073102     -0.073102
     2    57     -0.088865     -0.088865
     2    58     -0.045726     -0.045726
     2    59     -0.042087     -0.042087
     2    60     -0.071337     -0.071337
     2    61     -0.017415     -0.017415
     2    62     -0.022479     -0.022479
     2    63     -0.000501     -0.000501
     2    64      0.021997      0.021997
     2    65     -0.035059     -0.035059
     2    66     -0.048141     -0.048141
     2    67     -0.038290     -0.038290
     2    68      0.028151      0.028151
     2    69      0.002775      0.002775
     2    70     -0.007413     -0.007413
     2    71      0.050272      0.050272
     2    72      0.068963      0.068963
     2    73      0.049982      0.049982
     2    74      0.060927      0.060927
     2    75      0.068413      0.068413
     2    76      0.097043      0.097043
     2    77      0.113959      0.113959
     2    78      0.087176      0.087176
     2    79      0.099623      0.099623
     2    80      0.082056      0.082056
     2    81      0.055027      0.055027
     2    82      0.062144      0.062144
     2    83      0.109823      0.109823
     2    84      0.138697      0.138697
     2    85      0.117215      0.117215
     2    86      0.135293      0.135293
     2    87      0.153439      0.153439
     2    88      0.102481      0.102481
     2    89      0.136138      0.136138
     2    90      0.159759      0.159759
     2    91      0.207557      0.207557
     2    92      0.196825      0.196825
     2    93      0.166029      0.166029
     2    94      0.148809      0.148809
     2    95      0.154532      0.154532
     2    96      0.199803      0.199803
     2    97      0.127067      0.127067
     2    98      0.222012      0.222012
     2    99      0.134160      0.134160
     3     0      0.281996      0.281996
     3     1      0.258125      0.258125
     3     2      0.250645      0.250645
     3     3      0.218692      0.218692
     3     4      0.280782      0.280782
     3     5      0.185249      0.185249
     3     6      0.215086      0.215086
     3     7      0.221661      0.221661
     3     8      0.247610      0.247610
     3     9      0.252787      0.252787
     3    10      0.223740      0.223740
     3    11      0.180818      0.180818
     3    12      0.151320      0.151320
     3    13      0.149178      0.149178
     3    14      0.194328      0.194328
     3    15      0.158795      0.158795
     3    16      0.150027      0.150027
     3    17      0.126778      0.126778
     3    18      0.158211      0.158211
     3    19      0.086774      0.086774
     3    20      0.107354      0.107354
     3    21      0.115490      0.115490
     3    22      0.075674      0.075674
     3    23      0.047768      0.047768
     3    24      0.088127      0.088127
     3    25      0.095841      0.095841
     3    26      0.045110      0.045110
     3    27      0.008327      0.008327
     3    28     -0.029502     -0.029502
     3    29      0.046296      0.046296
     3    30      0.008503      0.008503
     3    31     -0.051575     -0.051575
     3    32     -0.046303     -0.046303
     3    33     -0.056714     -0.056714
     3    34     -0.037679     -0.037679
     3    35     -0.020884     -0.020884
     3    36     -0.030303     -0.030303
     3    37     -0.093319     -0.093319
     3    38     -0.138968     -0.138968
     3    39     -0.096555     -0.096555
     3    40     -0.129399     -0.129399
     3    41     -0.071619     -0.071619
     3    42     -0.141414     -0.141414
     3    43     -0.171930     -0.171930
     3    44     -0.109135     -0.109135
     3    45     -0.088094     -0.088094
     3    46     -0.177104     -0.177104
     3    47     -0.092079     -0.092079
     3    48     -0.169066     -0.169066
     3    49     -0.134926     -0.134926
     3    50     -0.151523     -0.151523
     3    51     -0.187483     -0.187483
     3    52     -0.166346     -0.166346
     3    53     -0.171731     -0.171731
     3    54     -0.169670     -0.169670
     3    55     -0.111331     -0.111331
     3    56     -0.089137     -0.089137
     3    57     -0.087515     -0.087515
     3    58     -0.160997     -0.160997
     3    59     -0.100101     -0.100101
     3    60     -0.139205     -0.139205
     3    61     -0.119331     -0.119331
     3    62     -0.120560     -0.120560
     3    63     -0.058193     -0.058193
     3    64     -0.107014     -0.107014
     3    65     -0.086894     -0.086894
     3    66     -0.042637     -0.042637
     3    67      0.000703      0.000703
     3    68      0.014442      0.014442
     3    69     -0.059005     -0.059005
     3    70     -0.023098     -0.023098
     3    71      0.043715      0.043715
     3    72      0.044332      0.044332
     3    73      0.056337      0.056337
     3    74      0.037765      0.037765
     3    75      0.102306      0.102306
     3    76      0.048291      0.048291
     3    77      0.126055      0.126055
     3    78      0.137235      0.137235
     3    79      0.090245      0.090245
     3    80      0.106942      0.106942
     3    81      0.109629      0.109629
     3    82      0.115872      0.115872
     3    83      0.101639      0.101639
     3    84      0.197410      0.197410
     3    85      0.192055      0.192055
     3    86      0.188175      0.188175
     3    87      0.234090      0.234090
     3    88      0.191875      0.191875
     3    89      0.214557      0.214557
     3    90      0.171750      0.171750
     3    91      0.257068      0.257068
     3    92      0.234280      0.234280
     3    93      0.246593      0.246593
     3    94      0.181725      0.181725
     3    95      0.206012      0.206012
